graph_name,total_depth,mean_depth,relative_asymmetry
42251,21.0,1.9090909090909092,0.18181818181818182
109547,11.0,1.375,0.10714285714285714
100278,22.0,2.4444444444444446,0.36111111111111116
109189,7.0,0.5833333333333334,-0.07575757575757575
99512,7.0,0.875,-0.03571428571428571
26425,24.0,3.4285714285714284,0.8095238095238094
103450,13.0,1.1818181818181819,0.036363636363636376
18469,17.0,2.125,0.32142857142857145
101049,22.0,2.75,0.5
32406,11.0,2.2,0.6000000000000001
29714,11.0,1.1,0.02222222222222224
141838,21.0,1.9090909090909092,0.18181818181818182
65920,8.0,1.3333333333333333,0.1333333333333333
143031,26.0,2.0,0.16666666666666666
13298,4.0,0.8,-0.09999999999999998
35792,6.0,0.8571428571428571,-0.04761904761904764
10721,25.0,2.272727272727273,0.2545454545454546
